É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2023/02/15 23:56:00

,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy
2021/4/25,5.5,8,1,13.0,0,8,1,10.67,8,1,0,1,8,1,4.8,8,1,10.0,8,1,0,1,8,1,1009.5,8,1,1.6,0,8,1
2021/4/26,4.6,8,1,0,1,8,1,28.12,8,1,0,1,8,1,3.9,8,1,1.0,8,1,0,1,8,1,1017.5,8,1,13.0,0,8,1
2021/4/27,9.4,8,1,0,1,8,1,26.67,8,1,0,1,8,1,2.3,8,1,2.8,8,1,0,1,8,1,1017.0,8,1,12.8,0,8,1
2021/4/28,11.8,8,1,0,1,8,1,14.15,8,1,0,1,8,1,5.2,8,1,10.0,8,1,0,1,8,1,1011.6,8,1,2.1,0,8,1
2021/4/29,12.8,8,1,0.0,0,8,1,15.11,8,1,0,1,8,1,2.4,8,1,7.8,8,1,0,1,8,1,1008.7,8,1,3.4,0,8,1
2021/4/30,7.7,8,1,33.5,0,8,1,4.30,8,1,0,1,8,1,5.9,8,1,10.0,8,1,0,1,8,1,998.0,8,1,0.0,0,8,1
2021/5/1,7.2,8,1,2.0,0,8,1,9.06,8,1,0,1,8,1,6.2,8,1,9.5,8,1,0,1,8,1,1004.1,8,1,1.2,0,8,1
2021/5/2,6.1,8,1,4.5,0,8,1,13.34,8,1,0,1,8,1,6.2,8,1,10.0,8,1,0,1,8,1,999.3,8,1,2.3,0,8,1
2021/5/3,5.6,8,1,9.0,0,8,1,17.36,8,1,0,1,8,1,6.0,8,1,10.0,8,1,0,1,8,1,1002.0,8,1,3.2,0,8,1
2021/5/4,8.5,8,1,0.0,0,8,1,23.46,8,1,0,1,8,1,3.9,8,1,10.0,8,1,0,1,8,1,1010.8,8,1,8.7,0,8,1
2021/5/5,11.9,8,1,0.0,0,8,1,11.02,8,1,0,1,8,1,8.2,8,1,9.0,8,1,0,1,8,1,1006.7,8,1,1.0,0,8,1
2021/5/6,15.8,8,1,0,1,8,1,24.37,8,1,0,1,8,1,4.2,8,1,2.0,8,1,0,1,8,1,1007.6,8,1,11.1,0,8,1
2021/5/7,16.2,8,1,0,1,8,1,24.36,8,1,0,1,8,1,6.2,8,1,7.0,8,1,0,1,8,1,1004.6,8,1,8.5,0,8,1
2021/5/8,16.0,8,1,0.5,0,8,1,20.73,8,1,0,1,8,1,3.7,8,1,4.5,8,1,0,1,8,1,997.5,8,1,7.7,0,8,1
2021/5/9,12.9,8,1,3.5,0,8,1,14.31,8,1,0,1,8,1,3.9,8,1,7.3,8,1,0,1,8,1,995.9,8,1,5.9,0,8,1
2021/5/10,9.0,8,1,0.5,0,8,1,12.04,8,1,0,1,8,1,5.6,8,1,10.0,8,1,0,1,8,1,1001.2,8,1,1.9,0,8,1
2021/5/11,8.1,8,1,0.0,0,8,1,13.95,8,1,0,1,8,1,4.8,8,1,7.8,8,1,0,1,8,1,1012.5,8,1,3.8,0,8,1
2021/5/12,10.4,8,1,0,1,8,1,27.10,8,1,0,1,8,1,2.6,8,1,4.8,8,1,0,1,8,1,1018.0,8,1,10.0,0,8,1
2021/5/13,13.3,8,1,0.0,0,8,1,8.12,8,1,0,1,8,1,3.3,8,1,10.0,8,1,0,1,8,1,1012.6,8,1,0.4,0,8,1
2021/5/14,13.8,8,1,0,1,8,1,28.27,8,1,0,1,8,1,2.3,8,1,0.0,8,1,0,1,8,1,1010.7,8,1,13.1,0,8,1
2021/5/15,15.8,8,1,0,1,8,1,15.75,8,1,0,1,8,1,5.4,8,1,7.0,8,1,0,1,8,1,1012.7,8,1,4.5,0,8,1
2021/5/16,13.6,8,1,12.5,0,8,1,4.49,8,1,0,1,8,1,6.3,8,1,10.0,8,1,0,1,8,1,1003.6,8,1,0.0,0,8,1
2021/5/17,15.0,8,1,15.5,0,8,1,13.23,8,1,0,1,8,1,3.1,8,1,10.0,8,1,0,1,8,1,996.7,8,1,0.3,0,8,1
2021/5/18,16.4,8,1,0,1,8,1,28.31,8,1,0,1,8,1,2.3,8,1,8.0,8,1,0,1,8,1,1006.4,8,1,10.6,0,8,1
2021/5/19,16.5,8,1,1.0,0,8,1,25.90,8,1,0,1,8,1,4.3,8,1,8.3,8,1,0,1,8,1,1007.8,8,1,11.1,0,8,1
2021/5/20,18.0,8,1,2.0,0,8,1,28.42,8,1,0,1,8,1,2.5,8,1,5.3,8,1,0,1,8,1,1009.5,8,1,11.2,0,8,1
2021/5/21,16.3,8,1,2.5,0,8,1,7.42,8,1,0,1,8,1,4.5,8,1,9.5,8,1,0,1,8,1,1004.6,8,1,0.0,0,8,1
2021/5/22,17.2,8,1,0.0,0,8,1,12.08,8,1,0,1,8,1,2.3,8,1,10.0,8,1,0,1,8,1,1002.0,8,1,1.8,0,8,1
2021/5/23,15.1,8,1,3.5,0,8,1,9.92,8,1,0,1,8,1,1.7,8,1,9.8,8,1,0,1,8,1,1003.0,8,1,0.4,0,8,1
2021/5/24,13.7,8,1,0.5,0,8,1,6.01,8,1,0,1,8,1,2.9,8,1,10.0,8,1,0,1,8,1,1001.7,8,1,0.0,0,8,1
2021/5/25,14.8,8,1,0.5,0,8,1,21.38,8,1,0,1,8,1,3.5,8,1,8.0,8,1,0,1,8,1,996.2,8,1,7.7,0,8,1
2021/5/26,16.1,8,1,0,1,8,1,28.22,8,1,0,1,8,1,3.3,8,1,4.0,8,1,0,1,8,1,1000.4,8,1,12.4,0,8,1
2021/5/27,14.3,8,1,2.0,0,8,1,8.41,8,1,0,1,8,1,3.0,8,1,8.0,8,1,0,1,8,1,1003.1,8,1,1.1,0,8,1
2021/5/28,13.0,8,1,8.0,0,8,1,5.53,8,1,0,1,8,1,2.5,8,1,10.0,8,1,0,1,8,1,1000.8,8,1,0.0,0,8,1
2021/5/29,12.8,8,1,8.5,0,8,1,9.59,8,1,0,1,8,1,4.8,8,1,9.8,8,1,0,1,8,1,997.5,8,1,1.2,0,8,1
2021/5/30,13.0,8,1,0.0,0,8,1,12.08,8,1,0,1,8,1,2.8,8,1,9.8,8,1,0,1,8,1,1001.0,8,1,0.8,0,8,1
2021/5/31,10.4,8,1,0.0,0,8,1,22.58,8,1,0,1,8,1,6.2,8,1,9.5,8,1,0,1,8,1,1011.1,8,1,6.6,0,8,1
2021/6/1,13.0,8,1,0,1,8,1,29.46,8,1,0,1,8,1,2.3,8,1,7.3,8,1,0,1,8,1,1015.0,8,1,10.7,0,8,1
2021/6/2,16.0,8,1,0.0,0,8,1,27.71,8,1,0,1,8,1,2.6,8,1,4.5,8,1,0,1,8,1,1014.4,8,1,9.1,0,8,1
2021/6/3,19.3,8,1,0.0,0,8,1,25.36,8,1,0,1,8,1,4.8,8,1,10.0,8,1,0,1,8,1,1010.9,8,1,9.2,0,8,1
2021/6/4,16.9,8,1,28.0,0,8,1,5.12,8,1,0,1,8,1,8.9,8,1,8.8,8,1,0,1,8,1,994.8,8,1,0.4,0,8,1
2021/6/5,18.9,8,1,0,1,8,1,28.50,8,1,0,1,8,1,4.0,8,1,1.3,8,1,0,1,8,1,995.6,8,1,13.4,0,8,1
2021/6/6,20.2,8,1,0,1,8,1,26.74,8,1,0,1,8,1,5.3,8,1,4.0,8,1,0,1,8,1,1000.8,8,1,9.7,0,8,1
2021/6/7,18.2,8,1,0,1,8,1,29.50,8,1,0,1,8,1,2.1,8,1,5.8,8,1,0,1,8,1,1007.5,8,1,12.9,0,8,1
2021/6/8,17.1,8,1,0,1,8,1,23.76,8,1,0,1,8,1,3.5,8,1,6.3,8,1,0,1,8,1,1009.0,8,1,8.5,0,8,1
2021/6/9,17.0,8,1,0,1,8,1,27.37,8,1,0,1,8,1,2.3,8,1,2.8,8,1,0,1,8,1,1013.0,8,1,10.4,0,8,1
2021/6/10,21.2,8,1,0,1,8,1,28.52,8,1,0,1,8,1,1.8,8,1,6.0,8,1,0,1,8,1,1014.5,8,1,13.7,0,8,1
2021/6/11,24.3,8,1,0,1,8,1,25.90,8,1,0,1,8,1,3.7,8,1,9.0,8,1,0,1,8,1,1012.4,8,1,11.2,0,8,1
2021/6/12,20.7,8,1,0.0,0,8,1,11.73,8,1,0,1,8,1,4.8,8,1,9.3,8,1,0,1,8,1,1008.3,8,1,3.2,0,8,1
2021/6/13,21.5,8,1,0,1,8,1,26.89,8,1,0,1,8,1,2.5,8,1,2.3,8,1,0,1,8,1,1006.0,8,1,12.6,0,8,1
2021/6/14,17.1,8,1,0.0,0,8,1,15.90,8,1,0,1,8,1,3.7,8,1,7.5,8,1,0,1,8,1,1005.8,8,1,3.0,0,8,1
2021/6/15,16.8,8,1,3.0,0,8,1,13.18,8,1,0,1,8,1,1.9,8,1,10.0,8,1,0,1,8,1,1006.4,8,1,1.9,0,8,1
2021/6/16,19.1,8,1,0,1,8,1,27.75,8,1,0,1,8,1,2.6,8,1,5.8,8,1,0,1,8,1,1007.7,8,1,9.4,0,8,1
2021/6/17,18.6,8,1,0,1,8,1,30.73,8,1,0,1,8,1,3.0,8,1,0.0,8,1,0,1,8,1,1005.9,8,1,14.0,0,8,1
2021/6/18,17.4,8,1,0,1,8,1,27.74,8,1,0,1,8,1,3.1,8,1,7.0,8,1,0,1,8,1,1002.3,8,1,10.2,0,8,1
2021/6/19,15.9,8,1,4.5,0,8,1,20.63,8,1,0,1,8,1,5.1,8,1,10.0,8,1,0,1,8,1,1000.7,8,1,4.6,0,8,1
2021/6/20,16.8,8,1,14.5,0,8,1,16.57,8,1,0,1,8,1,3.4,8,1,8.0,8,1,0,1,8,1,998.0,8,1,1.6,0,8,1
2021/6/21,17.3,8,1,0.0,0,8,1,17.86,8,1,0,1,8,1,2.9,8,1,9.0,8,1,0,1,8,1,1002.4,8,1,2.8,0,8,1
2021/6/22,19.8,8,1,0,1,8,1,30.38,8,1,0,1,8,1,3.1,8,1,3.8,8,1,0,1,8,1,1007.8,8,1,14.0,0,8,1
2021/6/23,19.7,8,1,0.0,0,8,1,25.31,8,1,0,1,8,1,4.3,8,1,5.0,8,1,0,1,8,1,1009.4,8,1,9.2,0,8,1
2021/6/24,18.7,8,1,0.5,0,8,1,12.70,8,1,0,1,8,1,4.6,8,1,9.5,8,1,0,1,8,1,1009.3,8,1,1.5,0,8,1
2021/6/25,20.1,8,1,0,1,8,1,24.64,8,1,0,1,8,1,2.7,8,1,3.8,8,1,0,1,8,1,1009.4,8,1,8.7,0,8,1
2021/6/26,21.4,8,1,0,1,8,1,29.46,8,1,0,1,8,1,2.4,8,1,3.0,8,1,0,1,8,1,1009.8,8,1,13.8,0,8,1
2021/6/27,21.1,8,1,0,1,8,1,30.05,8,1,0,1,8,1,2.2,8,1,1.8,8,1,0,1,8,1,1008.9,8,1,14.0,0,8,1
2021/6/28,19.8,8,1,0,1,8,1,26.24,8,1,0,1,8,1,2.4,8,1,2.8,8,1,0,1,8,1,1005.7,8,1,9.8,0,8,1
2021/6/29,20.8,8,1,0.0,0,8,1,24.47,8,1,0,1,8,1,4.8,8,1,7.8,8,1,0,1,8,1,1005.6,8,1,10.4,0,8,1
2021/6/30,21.6,8,1,0,1,8,1,22.29,8,1,0,1,8,1,3.3,8,1,5.5,8,1,0,1,8,1,1008.7,8,1,6.8,0,8,1
2021/7/1,20.3,8,1,0.0,0,8,1,19.02,8,1,0,1,8,1,6.7,8,1,8.0,8,1,0,1,8,1,1011.5,8,1,3.3,0,8,1
2021/7/2,20.9,8,1,0.0,0,8,1,22.67,8,1,0,1,8,1,5.2,8,1,6.8,8,1,0,1,8,1,1011.6,8,1,7.0,0,8,1
2021/7/3,20.5,8,1,0,1,8,1,24.09,8,1,0,1,8,1,2.4,8,1,5.3,8,1,0,1,8,1,1010.5,8,1,8.9,0,8,1
2021/7/4,20.6,8,1,0,1,8,1,26.78,8,1,0,1,8,1,4.8,8,1,7.3,8,1,0,1,8,1,1010.9,8,1,12.3,0,8,1
2021/7/5,19.1,8,1,0.5,0,8,1,8.52,8,1,0,1,8,1,7.2,8,1,9.0,8,1,0,1,8,1,1004.1,8,1,0.5,0,8,1
2021/7/6,20.3,8,1,4.5,0,8,1,9.29,8,1,0,1,8,1,3.1,8,1,10.0,8,1,0,1,8,1,1003.2,8,1,0.1,0,8,1
2021/7/7,19.4,8,1,2.0,0,8,1,7.02,8,1,0,1,8,1,1.7,8,1,10.0,8,1,0,1,8,1,1007.4,8,1,0.0,0,8,1
2021/7/8,21.4,8,1,0,1,8,1,20.75,8,1,0,1,8,1,3.2,8,1,8.5,8,1,0,1,8,1,1008.1,8,1,4.6,0,8,1
2021/7/9,20.7,8,1,0,1,8,1,24.10,8,1,0,1,8,1,5.1,8,1,8.0,8,1,0,1,8,1,1008.3,8,1,9.4,0,8,1
2021/7/10,20.0,8,1,0.0,0,8,1,20.06,8,1,0,1,8,1,6.3,8,1,9.3,8,1,0,1,8,1,1007.4,8,1,3.5,0,8,1
2021/7/11,21.8,8,1,0.0,0,8,1,17.03,8,1,0,1,8,1,4.0,8,1,9.8,8,1,0,1,8,1,1007.3,8,1,2.8,0,8,1
2021/7/12,23.4,8,1,0.0,0,8,1,20.82,8,1,0,1,8,1,2.8,8,1,9.5,8,1,0,1,8,1,1008.7,8,1,5.0,0,8,1
2021/7/13,24.0,8,1,0,1,8,1,28.13,8,1,0,1,8,1,3.6,8,1,2.3,8,1,0,1,8,1,1012.1,8,1,12.1,0,8,1
2021/7/14,22.8,8,1,0,1,8,1,29.26,8,1,0,1,8,1,3.8,8,1,0.0,8,1,0,1,8,1,1014.4,8,1,13.9,0,8,1
2021/7/15,23.4,8,1,0,1,8,1,29.06,8,1,0,1,8,1,2.6,8,1,3.3,8,1,0,1,8,1,1016.1,8,1,13.9,0,8,1
2021/7/16,25.1,8,1,0,1,8,1,27.60,8,1,0,1,8,1,2.3,8,1,5.0,8,1,0,1,8,1,1015.4,8,1,13.3,0,8,1
2021/7/17,26.3,8,1,0,1,8,1,26.15,8,1,0,1,8,1,2.0,8,1,2.0,8,1,0,1,8,1,1011.9,8,1,12.5,0,8,1
2021/7/18,27.3,8,1,0,1,8,1,28.20,8,1,0,1,8,1,2.0,8,1,0.0,8,1,0,1,8,1,1009.8,8,1,13.8,0,8,1
2021/7/19,27.8,8,1,0,1,8,1,28.09,8,1,0,1,8,1,2.1,8,1,1.0,8,1,0,1,8,1,1010.9,8,1,13.5,0,8,1
2021/7/20,25.6,8,1,0,1,8,1,26.39,8,1,0,1,8,1,3.9,8,1,5.8,8,1,0,1,8,1,1012.4,8,1,11.5,0,8,1
2021/7/21,25.5,8,1,0,1,8,1,24.83,8,1,0,1,8,1,2.0,8,1,7.3,8,1,0,1,8,1,1012.5,8,1,10.2,0,8,1
2021/7/22,25.1,8,1,0,1,8,1,25.69,8,1,0,1,8,1,2.8,8,1,6.5,8,1,0,1,8,1,1010.2,8,1,9.8,0,8,1
2021/7/23,25.7,8,1,0,1,8,1,26.38,8,1,0,1,8,1,3.1,8,1,4.3,8,1,0,1,8,1,1008.6,8,1,12.3,0,8,1
2021/7/24,26.9,8,1,0,1,8,1,27.02,8,1,0,1,8,1,2.8,8,1,1.5,8,1,0,1,8,1,1008.8,8,1,13.1,0,8,1
2021/7/25,27.0,8,1,0,1,8,1,27.05,8,1,0,1,8,1,4.6,8,1,0.8,8,1,0,1,8,1,1008.4,8,1,13.3,0,8,1
2021/7/26,26.1,8,1,0,1,8,1,28.45,8,1,0,1,8,1,4.0,8,1,0.8,8,1,0,1,8,1,1006.5,8,1,13.5,0,8,1
2021/7/27,25.8,8,1,0.0,0,8,1,24.30,8,1,0,1,8,1,2.7,8,1,4.8,8,1,0,1,8,1,1002.3,8,1,9.6,0,8,1
2021/7/28,27.9,8,1,0,1,8,1,27.12,8,1,0,1,8,1,5.3,8,1,3.8,8,1,0,1,8,1,1001.8,8,1,12.8,0,8,1
2021/7/29,25.8,8,1,0.5,0,8,1,17.00,8,1,0,1,8,1,6.2,8,1,7.8,8,1,0,1,8,1,1001.2,8,1,4.0,0,8,1
2021/7/30,26.5,8,1,0,1,8,1,25.42,8,1,0,1,8,1,4.9,8,1,5.0,8,1,0,1,8,1,1001.2,8,1,11.5,0,8,1
2021/7/31,27.5,8,1,0,1,8,1,27.64,8,1,0,1,8,1,3.1,8,1,1.5,8,1,0,1,8,1,1002.4,8,1,13.3,0,8,1
2021/8/1,28.6,8,1,0.0,0,8,1,13.69,8,1,0,1,8,1,1.9,8,1,7.8,8,1,0,1,8,1,1001.3,8,1,1.2,0,8,1
2021/8/2,26.9,8,1,0.0,0,8,1,18.75,8,1,0,1,8,1,4.2,8,1,8.0,8,1,0,1,8,1,1004.1,8,1,5.1,0,8,1
2021/8/3,27.9,8,1,0,1,8,1,17.73,8,1,0,1,8,1,2.6,8,1,7.8,8,1,0,1,8,1,1007.0,8,1,5.5,0,8,1
2021/8/4,26.9,8,1,7.5,0,8,1,13.10,8,1,0,1,8,1,1.6,8,1,7.8,8,1,0,1,8,1,1006.1,8,1,2.7,0,8,1
2021/8/5,28.2,8,1,0.0,0,8,1,21.09,8,1,0,1,8,1,1.9,8,1,7.8,8,1,0,1,8,1,1003.5,8,1,9.2,0,8,1
2021/8/6,29.2,8,1,0.0,0,8,1,22.57,8,1,0,1,8,1,2.4,8,1,2.8,8,1,0,1,8,1,1003.4,8,1,11.1,0,8,1
2021/8/7,28.0,8,1,0,1,8,1,25.75,8,1,0,1,8,1,5.4,8,1,4.0,8,1,0,1,8,1,1003.5,8,1,12.2,0,8,1
2021/8/8,26.7,8,1,0,1,8,1,15.97,8,1,0,1,8,1,6.1,8,1,9.5,8,1,0,1,8,1,1003.1,8,1,3.2,0,8,1
2021/8/9,22.7,8,1,10.5,0,8,1,7.38,8,1,0,1,8,1,2.7,8,1,10.0,8,1,0,1,8,1,1002.6,8,1,0.0,0,8,1
2021/8/10,16.7,8,1,52.5,0,8,1,3.51,8,1,0,1,8,1,2.5,8,1,10.0,8,1,0,1,8,1,1000.1,8,1,0.0,0,8,1
2021/8/11,17.7,8,1,3.0,0,8,1,22.82,8,1,0,1,8,1,2.0,8,1,5.0,8,1,0,1,8,1,1011.1,8,1,8.6,0,8,1
2021/8/12,18.3,8,1,0,1,8,1,22.10,8,1,0,1,8,1,4.1,8,1,4.5,8,1,0,1,8,1,1013.5,8,1,8.4,0,8,1
2021/8/13,18.7,8,1,0,1,8,1,25.46,8,1,0,1,8,1,4.5,8,1,3.8,8,1,0,1,8,1,1013.0,8,1,11.9,0,8,1
2021/8/14,19.3,8,1,0,1,8,1,18.92,8,1,0,1,8,1,3.1,8,1,8.3,8,1,0,1,8,1,1011.3,8,1,5.1,0,8,1
2021/8/15,19.8,8,1,0.0,0,8,1,10.67,8,1,0,1,8,1,1.5,8,1,10.0,8,1,0,1,8,1,1013.1,8,1,0.0,0,8,1
2021/8/16,19.6,8,1,0.5,0,8,1,16.53,8,1,0,1,8,1,4.3,8,1,8.8,8,1,0,1,8,1,1015.8,8,1,2.4,0,8,1
2021/8/17,19.9,8,1,0,1,8,1,21.28,8,1,0,1,8,1,4.8,8,1,8.0,8,1,0,1,8,1,1015.1,8,1,7.0,0,8,1
2021/8/18,17.6,8,1,22.5,0,8,1,4.38,8,1,0,1,8,1,2.5,8,1,10.0,8,1,0,1,8,1,1009.9,8,1,0.0,0,8,1
2021/8/19,19.9,8,1,0.0,0,8,1,19.78,8,1,0,1,8,1,3.4,8,1,7.0,8,1,0,1,8,1,1011.4,8,1,6.9,0,8,1
2021/8/20,22.5,8,1,0,1,8,1,24.26,8,1,0,1,8,1,1.7,8,1,7.3,8,1,0,1,8,1,1015.3,8,1,12.3,0,8,1
2021/8/21,23.3,8,1,0,1,8,1,23.38,8,1,0,1,8,1,4.5,8,1,5.8,8,1,0,1,8,1,1013.6,8,1,11.4,0,8,1
2021/8/22,21.1,8,1,0.5,0,8,1,18.86,8,1,0,1,8,1,6.4,8,1,10.0,8,1,0,1,8,1,1009.3,8,1,6.7,0,8,1
2021/8/23,22.5,8,1,5.5,0,8,1,20.47,8,1,0,1,8,1,4.5,8,1,8.8,8,1,0,1,8,1,1006.9,8,1,7.2,0,8,1
2021/8/24,22.4,8,1,0.0,0,8,1,23.28,8,1,0,1,8,1,5.0,8,1,7.8,8,1,0,1,8,1,1008.7,8,1,9.6,0,8,1
2021/8/25,20.6,8,1,5.0,0,8,1,5.24,8,1,0,1,8,1,4.7,8,1,10.0,8,1,0,1,8,1,1005.4,8,1,0.0,0,8,1
2021/8/26,23.5,8,1,0.0,0,8,1,13.88,8,1,0,1,8,1,3.9,8,1,9.5,8,1,0,1,8,1,1004.4,8,1,3.8,0,8,1
2021/8/27,23.2,8,1,0.5,0,8,1,10.80,8,1,0,1,8,1,2.0,8,1,10.0,8,1,0,1,8,1,1006.3,8,1,1.2,0,8,1
2021/8/28,25.5,8,1,0,1,8,1,20.55,8,1,0,1,8,1,3.1,8,1,6.0,8,1,0,1,8,1,1002.9,8,1,11.1,0,8,1
2021/8/29,25.1,8,1,0,1,8,1,17.41,8,1,0,1,8,1,2.5,8,1,7.0,8,1,0,1,8,1,1005.2,8,1,6.5,0,8,1
2021/8/30,25.2,8,1,0.5,0,8,1,21.86,8,1,0,1,8,1,3.4,8,1,6.0,8,1,0,1,8,1,1005.4,8,1,9.3,0,8,1
2021/8/31,21.6,8,1,0.0,0,8,1,18.80,8,1,0,1,8,1,4.7,8,1,5.5,8,1,0,1,8,1,1007.3,8,1,7.8,0,8,1
2021/9/1,20.5,8,1,0,1,8,1,21.02,8,1,0,1,8,1,3.0,8,1,4.0,8,1,0,1,8,1,1008.8,8,1,11.1,0,8,1
2021/9/2,20.4,8,1,0.0,0,8,1,22.52,8,1,0,1,8,1,2.2,8,1,7.3,8,1,0,1,8,1,1009.0,8,1,10.8,0,8,1
2021/9/3,21.0,8,1,0,1,8,1,21.24,8,1,0,1,8,1,1.7,8,1,1.5,8,1,0,1,8,1,1011.4,8,1,10.1,0,8,1
2021/9/4,20.3,8,1,30.0,0,8,1,20.77,8,1,0,1,8,1,2.3,8,1,2.8,8,1,0,1,8,1,1015.9,8,1,9.7,0,8,1
2021/9/5,20.0,8,1,0,1,8,1,19.24,8,1,0,1,8,1,1.9,8,1,4.3,8,1,0,1,8,1,1018.6,8,1,8.4,0,8,1
2021/9/6,20.0,8,1,0,1,8,1,20.41,8,1,0,1,8,1,2.1,8,1,4.0,8,1,0,1,8,1,1017.7,8,1,9.3,0,8,1
2021/9/7,19.9,8,1,0,1,8,1,20.15,8,1,0,1,8,1,1.9,8,1,7.5,8,1,0,1,8,1,1015.5,8,1,9.6,0,8,1
2021/9/8,18.6,8,1,0.0,0,8,1,4.59,8,1,0,1,8,1,4.7,8,1,10.0,8,1,0,1,8,1,1012.0,8,1,0.0,0,8,1
2021/9/9,19.3,8,1,1.5,0,8,1,9.13,8,1,0,1,8,1,1.9,8,1,10.0,8,1,0,1,8,1,1009.1,8,1,0.2,0,8,1
2021/9/10,21.2,8,1,0,1,8,1,20.17,8,1,0,1,8,1,2.6,8,1,4.3,8,1,0,1,8,1,1011.0,8,1,10.1,0,8,1
2021/9/11,21.2,8,1,0,1,8,1,19.67,8,1,0,1,8,1,4.5,8,1,3.3,8,1,0,1,8,1,1008.3,8,1,9.5,0,8,1
2021/9/12,20.4,8,1,13.0,0,8,1,7.76,8,1,0,1,8,1,3.4,8,1,7.3,8,1,0,1,8,1,1002.4,8,1,1.1,0,8,1
2021/9/13,17.8,8,1,1.0,0,8,1,10.84,8,1,0,1,8,1,6.2,8,1,7.3,8,1,0,1,8,1,1009.9,8,1,3.7,0,8,1
2021/9/14,16.3,8,1,0,1,8,1,18.74,8,1,0,1,8,1,1.9,8,1,7.0,8,1,0,1,8,1,1017.7,8,1,8.9,0,8,1
2021/9/15,16.5,8,1,0,1,8,1,20.61,8,1,0,1,8,1,2.3,8,1,0.3,8,1,0,1,8,1,1017.6,8,1,11.2,0,8,1
2021/9/16,16.5,8,1,0,1,8,1,17.11,8,1,0,1,8,1,3.3,8,1,7.5,8,1,0,1,8,1,1017.2,8,1,9.2,0,8,1
2021/9/17,18.0,8,1,0.0,0,8,1,16.48,8,1,0,1,8,1,5.1,8,1,10.0,8,1,0,1,8,1,1013.5,8,1,6.5,0,8,1
2021/9/18,18.7,8,1,0.0,0,8,1,10.30,8,1,0,1,8,1,2.6,8,1,6.0,8,1,0,1,8,1,1008.7,8,1,4.4,0,8,1
2021/9/19,19.2,8,1,0,1,8,1,17.01,8,1,0,1,8,1,4.1,8,1,7.8,8,1,0,1,8,1,1011.3,8,1,9.3,0,8,1
2021/9/20,17.1,8,1,0.0,0,8,1,18.56,8,1,0,1,8,1,2.8,8,1,4.0,8,1,0,1,8,1,1015.1,8,1,9.1,0,8,1
2021/9/21,18.7,8,1,0.0,0,8,1,10.63,8,1,0,1,8,1,4.3,8,1,8.5,8,1,0,1,8,1,1011.9,8,1,3.5,0,8,1
2021/9/22,20.9,8,1,1.5,0,8,1,4.60,8,1,0,1,8,1,5.2,8,1,10.0,8,1,0,1,8,1,1004.6,8,1,0.4,0,8,1
2021/9/23,20.4,8,1,0.5,0,8,1,10.53,8,1,0,1,8,1,1.9,8,1,9.3,8,1,0,1,8,1,1005.9,8,1,4.7,0,8,1
2021/9/24,16.1,8,1,4.0,0,8,1,15.11,8,1,0,1,8,1,4.0,8,1,6.5,8,1,0,1,8,1,1017.5,8,1,6.0,0,8,1
2021/9/25,15.5,8,1,0,1,8,1,18.61,8,1,0,1,8,1,2.0,8,1,2.5,8,1,0,1,8,1,1024.8,8,1,11.0,0,8,1
2021/9/26,16.0,8,1,0,1,8,1,16.08,8,1,0,1,8,1,3.3,8,1,8.8,8,1,0,1,8,1,1021.8,8,1,9.0,0,8,1
2021/9/27,17.0,8,1,0,1,8,1,14.25,8,1,0,1,8,1,3.7,8,1,5.8,8,1,0,1,8,1,1018.7,8,1,7.1,0,8,1
2021/9/28,17.5,8,1,0,1,8,1,9.59,8,1,0,1,8,1,3.8,8,1,10.0,8,1,0,1,8,1,1016.3,8,1,1.8,0,8,1
2021/9/29,19.0,8,1,2.5,0,8,1,12.74,8,1,0,1,8,1,5.7,8,1,9.5,8,1,0,1,8,1,1012.3,8,1,5.4,0,8,1
2021/9/30,19.3,8,1,19.0,0,8,1,2.55,8,1,0,1,8,1,4.4,8,1,9.5,8,1,0,1,8,1,1001.9,8,1,0.1,0,8,1
2021/10/1,18.7,8,1,0.0,0,8,1,12.11,8,1,0,1,8,1,1.7,8,1,7.0,8,1,0,1,8,1,1005.4,8,1,6.5,0,8,1
2021/10/2,16.8,8,1,14.0,0,8,1,10.60,8,1,0,1,8,1,3.7,8,1,9.5,8,1,0,1,8,1,1004.1,8,1,2.9,0,8,1
2021/10/3,17.9,8,1,0.0,0,8,1,14.74,8,1,0,1,8,1,3.7,8,1,7.0,8,1,0,1,8,1,1015.4,8,1,7.2,0,8,1
2021/10/4,20.7,8,1,0.0,0,8,1,9.72,8,1,0,1,8,1,3.8,8,1,10.0,8,1,0,1,8,1,1013.2,8,1,2.5,0,8,1
2021/10/5,15.0,8,1,3.5,0,8,1,4.17,8,1,0,1,8,1,1.7,8,1,10.0,8,1,0,1,8,1,1017.0,8,1,0.0,0,8,1
2021/10/6,13.5,8,1,5.5,0,8,1,13.44,8,1,0,1,8,1,3.1,8,1,7.5,8,1,0,1,8,1,1016.7,8,1,6.1,0,8,1
2021/10/7,13.0,8,1,0.0,0,8,1,11.98,8,1,0,1,8,1,2.6,8,1,8.8,8,1,0,1,8,1,1017.9,8,1,5.1,0,8,1
