ダウンロードした時刻：2023/02/19 20:16:14

,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋
2021/5/5,17.1,8,1,40.0,0,8,1,2.42,8,1,0,1,8,1,4.5,8,1,10.0,8,1,0,1,8,1,1009.5,8,1,0.0,0,8,1
2021/5/6,20.3,8,1,2.0,0,8,1,29.09,8,1,0,1,8,1,3.1,8,1,8.5,8,1,0,1,8,1,1009.4,8,1,11.9,0,8,1
2021/5/7,16.0,8,1,2.5,0,8,1,5.24,8,1,0,1,8,1,1.7,8,1,10.0,8,1,0,1,8,1,1006.6,8,1,0.0,0,8,1
2021/5/8,18.3,8,1,0.0,0,8,1,17.74,8,1,0,1,8,1,1.8,8,1,7.5,8,1,0,1,8,1,1001.9,8,1,5.2,0,8,1
2021/5/9,19.7,8,1,0.0,0,8,1,19.85,8,1,0,1,8,1,3.8,8,1,7.3,8,1,0,1,8,1,1000.0,8,1,6.9,0,8,1
2021/5/10,18.4,8,1,0.0,0,8,1,26.35,8,1,0,1,8,1,3.8,8,1,4.8,8,1,0,1,8,1,1005.5,8,1,10.1,0,8,1
2021/5/11,18.7,8,1,0.0,0,8,1,18.97,8,1,0,1,8,1,3.2,8,1,10.0,8,1,0,1,8,1,1008.0,8,1,3.9,0,8,1
2021/5/12,18.4,8,1,0.0,0,8,1,10.27,8,1,0,1,8,1,2.8,8,1,10.0,8,1,0,1,8,1,1011.7,8,1,0.7,0,8,1
2021/5/13,20.4,8,1,0.0,0,8,1,17.71,8,1,0,1,8,1,2.3,8,1,8.0,8,1,0,1,8,1,1006.4,8,1,2.8,0,8,1
2021/5/14,23.7,8,1,0,1,8,1,24.60,8,1,0,1,8,1,2.7,8,1,9.0,8,1,0,1,8,1,1005.8,8,1,12.6,0,8,1
2021/5/15,22.0,8,1,0,1,8,1,15.81,8,1,0,1,8,1,4.3,8,1,10.0,8,1,0,1,8,1,1010.0,8,1,2.0,0,8,1
2021/5/16,18.1,8,1,5.5,0,8,1,3.78,8,1,0,1,8,1,1.8,8,1,10.0,8,1,0,1,8,1,1007.3,8,1,0.0,0,8,1
2021/5/17,21.1,8,1,14.5,0,8,1,4.28,8,1,0,1,8,1,2.6,8,1,10.0,8,1,0,1,8,1,999.6,8,1,0.0,0,8,1
2021/5/18,22.7,8,1,11.0,0,8,1,15.15,8,1,0,1,8,1,2.2,8,1,9.5,8,1,0,1,8,1,1002.8,8,1,4.0,0,8,1
2021/5/19,21.2,8,1,6.0,0,8,1,4.82,8,1,0,1,8,1,1.4,8,1,9.8,8,1,0,1,8,1,1004.5,8,1,0.1,0,8,1
2021/5/20,20.0,8,1,25.0,0,8,1,5.62,8,1,0,1,8,1,2.6,8,1,10.0,8,1,0,1,8,1,1005.7,8,1,0.0,0,8,1
2021/5/21,21.4,8,1,81.0,0,8,1,4.32,8,1,0,1,8,1,3.7,8,1,10.0,8,1,0,1,8,1,999.1,8,1,0.0,0,8,1
2021/5/22,19.8,8,1,0,1,8,1,16.21,8,1,0,1,8,1,3.0,8,1,7.5,8,1,0,1,8,1,999.9,8,1,3.5,0,8,1
2021/5/23,21.0,8,1,0.0,0,8,1,25.85,8,1,0,1,8,1,3.9,8,1,6.8,8,1,0,1,8,1,1002.2,8,1,9.4,0,8,1
2021/5/24,20.9,8,1,0.0,0,8,1,12.58,8,1,0,1,8,1,2.3,5,1,10.0,8,1,0,1,8,1,1001.4,8,1,1.8,0,8,1
2021/5/25,21.4,8,1,0,1,8,1,20.87,8,1,0,1,8,1,3.9,8,1,8.0,8,1,0,1,8,1,998.7,8,1,5.9,0,8,1
2021/5/26,20.1,8,1,0,1,8,1,19.83,8,1,0,1,8,1,3.6,8,1,10.0,8,1,0,1,8,1,1004.0,8,1,5.6,0,8,1
2021/5/27,15.5,8,1,43.0,0,8,1,3.48,8,1,0,1,8,1,2.1,8,1,9.8,8,1,0,1,8,1,998.8,8,1,0.1,0,8,1
2021/5/28,19.8,8,1,0,1,8,1,16.10,8,1,0,1,8,1,2.7,8,1,9.8,8,1,0,1,8,1,999.6,8,1,2.6,0,8,1
2021/5/29,22.5,8,1,0.0,0,8,1,21.34,8,1,0,1,8,1,3.5,8,1,5.3,8,1,0,1,8,1,997.3,8,1,8.2,0,8,1
2021/5/30,21.7,8,1,0,1,8,1,29.69,8,1,0,1,8,1,4.3,8,1,3.0,8,1,0,1,8,1,1001.5,8,1,13.6,0,8,1
2021/5/31,21.0,8,1,0,1,8,1,25.21,8,1,0,1,8,1,2.5,8,1,3.5,8,1,0,1,8,1,1005.6,8,1,9.4,0,8,1
2021/6/1,22.3,8,1,0,1,8,1,24.51,8,1,0,1,8,1,2.8,8,1,5.0,8,1,0,1,8,1,1009.1,8,1,10.2,0,8,1
2021/6/2,22.4,8,1,0.0,0,8,1,14.41,8,1,0,1,8,1,2.5,8,1,10.0,8,1,0,1,8,1,1011.3,8,1,2.1,0,8,1
2021/6/3,22.6,8,1,0.0,0,8,1,21.16,8,1,0,1,8,1,4.2,8,1,7.8,8,1,0,1,8,1,1007.0,8,1,7.8,0,8,1
2021/6/4,20.5,8,1,23.0,0,8,1,2.30,8,1,0,1,8,1,5.3,8,1,10.0,8,1,0,1,8,1,994.7,8,1,0.0,0,8,1
2021/6/5,21.4,8,1,0,1,8,1,18.45,8,1,0,1,8,1,2.1,8,1,9.5,8,1,0,1,8,1,998.5,8,1,4.4,0,8,1
2021/6/6,22.2,8,1,1.0,0,8,1,16.57,8,1,0,1,8,1,2.0,8,1,9.8,8,1,0,1,8,1,1003.3,8,1,3.1,0,8,1
2021/6/7,25.6,8,1,0.0,0,8,1,24.30,8,1,0,1,8,1,2.3,8,1,9.0,8,1,0,1,8,1,1007.2,8,1,9.0,0,8,1
2021/6/8,25.8,8,1,0,1,8,1,23.50,8,1,0,1,8,1,3.3,8,1,4.8,8,1,0,1,8,1,1007.6,8,1,9.8,0,8,1
2021/6/9,25.2,8,1,0,1,8,1,29.43,8,1,0,1,8,1,3.2,8,1,3.5,8,1,0,1,8,1,1009.3,8,1,13.7,0,8,1
2021/6/10,25.2,8,1,0,1,8,1,28.80,8,1,0,1,8,1,3.1,8,1,0.3,8,1,0,1,8,1,1012.3,8,1,13.5,0,8,1
2021/6/11,24.2,8,1,0,1,8,1,22.30,8,1,0,1,8,1,3.9,8,1,8.8,8,1,0,1,8,1,1012.3,8,1,8.5,0,8,1
2021/6/12,24.2,8,1,0,1,8,1,17.18,8,1,0,1,8,1,2.9,8,1,10.0,8,1,0,1,8,1,1010.5,8,1,2.2,0,8,1
2021/6/13,22.8,8,1,0.0,0,8,1,8.37,8,1,0,1,8,1,1.9,8,1,9.8,8,1,0,1,8,1,1005.7,8,1,0.3,0,8,1
2021/6/14,23.2,8,1,4.0,0,8,1,14.74,8,1,0,1,8,1,2.2,8,1,7.0,8,1,0,1,8,1,1000.7,8,1,4.6,0,8,1
2021/6/15,24.7,8,1,2.5,0,8,1,22.64,8,1,0,1,8,1,2.5,8,1,9.3,8,1,0,1,8,1,999.5,8,1,6.7,0,8,1
2021/6/16,22.1,8,1,2.0,0,8,1,8.23,8,1,0,1,8,1,2.0,8,1,10.0,8,1,0,1,8,1,999.4,8,1,0.0,0,8,1
2021/6/17,22.8,8,1,4.5,0,8,1,24.00,8,1,0,1,8,1,2.6,8,1,8.0,8,1,0,1,8,1,998.9,8,1,7.0,0,8,1
2021/6/18,22.2,8,1,1.0,0,8,1,10.34,8,1,0,1,8,1,2.3,8,1,10.0,8,1,0,1,8,1,998.8,8,1,0.6,0,8,1
2021/6/19,19.7,8,1,79.0,0,8,1,4.70,8,1,0,1,8,1,3.9,8,1,10.0,8,1,0,1,8,1,994.7,8,1,0.0,0,8,1
2021/6/20,23.3,8,1,0,1,8,1,24.13,8,1,0,1,8,1,4.6,8,1,7.5,8,1,0,1,8,1,993.4,8,1,8.1,0,8,1
2021/6/21,23.4,8,1,0.0,0,8,1,25.39,8,1,0,1,8,1,3.2,8,1,9.5,8,1,0,1,8,1,998.1,8,1,10.0,0,8,1
2021/6/22,23.3,8,1,0.0,0,8,1,12.52,8,1,0,1,8,1,2.1,8,1,10.0,8,1,0,1,8,1,1001.6,8,1,1.4,0,8,1
2021/6/23,24.2,8,1,0.0,0,8,1,17.20,8,1,0,1,8,1,2.2,8,1,8.8,8,1,0,1,8,1,1003.2,8,1,4.8,0,8,1
2021/6/24,24.2,8,1,0,1,8,1,17.84,8,1,0,1,8,1,2.4,8,1,7.5,8,1,0,1,8,1,1005.4,8,1,5.2,0,8,1
2021/6/25,23.4,8,1,7.0,0,8,1,13.80,8,1,0,1,8,1,2.1,8,1,9.0,8,1,0,1,8,1,1006.3,8,1,2.1,0,8,1
2021/6/26,24.1,8,1,0.0,0,8,1,11.88,8,1,0,1,8,1,2.1,8,1,10.0,8,1,0,1,8,1,1006.5,8,1,2.8,0,8,1
2021/6/27,23.8,8,1,0.0,0,8,1,9.47,8,1,0,1,8,1,1.8,8,1,10.0,8,1,0,1,8,1,1002.7,8,1,1.4,0,8,1
2021/6/28,24.9,8,1,1.0,0,8,1,16.73,8,1,0,1,8,1,2.5,8,1,9.8,8,1,0,1,8,1,998.6,8,1,4.7,0,8,1
2021/6/29,25.3,8,1,9.0,0,8,1,23.58,8,1,0,1,8,1,3.2,8,1,6.3,8,1,0,1,8,1,996.6,8,1,8.2,0,8,1
2021/6/30,24.2,8,1,3.0,0,8,1,13.31,8,1,0,1,8,1,3.5,8,1,8.5,8,1,0,1,8,1,1003.9,8,1,1.5,0,8,1
2021/7/1,22.0,8,1,34.5,0,8,1,3.91,8,1,0,1,8,1,1.9,8,1,10.0,8,1,0,1,8,1,1003.8,8,1,0.0,0,8,1
2021/7/2,24.1,8,1,27.5,0,8,1,6.38,8,1,0,1,8,1,3.0,8,1,10.0,8,1,0,1,8,1,1001.9,8,1,0.0,0,8,1
2021/7/3,27.9,8,1,20.5,0,8,1,21.72,8,1,0,1,8,1,2.5,8,1,9.5,8,1,0,1,8,1,1002.0,8,1,6.3,0,8,1
2021/7/4,26.4,8,1,0.5,0,8,1,9.35,8,1,0,1,8,1,2.9,8,1,9.8,8,1,0,1,8,1,1005.8,8,1,0.4,0,8,1
2021/7/5,26.4,8,1,11.0,0,8,1,9.52,8,1,0,1,8,1,2.7,8,1,9.8,8,1,0,1,8,1,1004.6,8,1,0.9,0,8,1
2021/7/6,26.5,8,1,10.0,0,8,1,10.05,8,1,0,1,8,1,1.6,8,1,10.0,8,1,0,1,8,1,1004.4,8,1,0.0,0,8,1
2021/7/7,25.1,8,1,25.0,0,8,1,4.63,8,1,0,1,8,1,1.7,8,1,10.0,8,1,0,1,8,1,1002.5,8,1,0.0,0,8,1
2021/7/8,24.4,8,1,21.0,0,8,1,3.85,8,1,0,1,8,1,1.5,8,1,10.0,8,1,0,1,8,1,1001.2,8,1,0.0,0,8,1
2021/7/9,25.9,8,1,51.0,0,8,1,11.09,8,1,0,1,8,1,1.8,8,1,9.8,8,1,0,1,8,1,1001.1,8,1,2.0,0,8,1
2021/7/10,28.1,8,1,7.0,0,8,1,17.97,8,1,0,1,8,1,1.7,8,1,8.0,8,1,0,1,8,1,1003.4,8,1,4.3,0,8,1
2021/7/11,28.6,8,1,0.0,0,8,1,21.09,8,1,0,1,8,1,2.6,8,1,10.0,8,1,0,1,8,1,1005.0,8,1,6.3,0,8,1
2021/7/12,25.8,8,1,4.5,0,8,1,15.80,8,1,0,1,8,1,1.9,8,1,8.5,8,1,0,1,8,1,1005.6,8,1,4.7,0,8,1
2021/7/13,27.5,8,1,0,1,8,1,26.02,8,1,0,1,8,1,2.6,8,1,5.5,8,1,0,1,8,1,1005.6,8,1,11.3,0,8,1
2021/7/14,25.9,8,1,15.5,0,8,1,14.96,8,1,0,1,8,1,2.6,8,1,9.3,8,1,0,1,8,1,1008.7,8,1,4.4,0,8,1
2021/7/15,24.9,8,1,40.5,0,8,1,15.08,8,1,0,1,8,1,1.9,8,1,9.8,8,1,0,1,8,1,1011.8,8,1,3.8,0,8,1
2021/7/16,27.4,8,1,0.0,0,8,1,22.67,8,1,0,1,8,1,3.2,8,1,10.0,8,1,0,1,8,1,1012.1,8,1,7.9,0,8,1
2021/7/17,27.9,8,1,0,1,8,1,27.03,8,1,0,1,8,1,3.2,8,1,6.3,8,1,0,1,8,1,1010.4,8,1,12.3,0,8,1
2021/7/18,28.3,8,1,0,1,8,1,26.11,8,1,0,1,8,1,3.3,8,1,4.5,8,1,0,1,8,1,1009.3,8,1,11.4,0,8,1
2021/7/19,29.6,8,1,0,1,8,1,28.77,8,1,0,1,8,1,2.7,8,1,4.0,8,1,0,1,8,1,1009.1,8,1,13.4,0,8,1
2021/7/20,29.1,8,1,0,1,8,1,22.15,8,1,0,1,8,1,2.8,8,1,7.5,8,1,0,1,8,1,1008.7,8,1,8.3,0,8,1
2021/7/21,29.0,8,1,0,1,8,1,23.33,8,1,0,1,8,1,2.8,8,1,7.0,8,1,0,1,8,1,1007.8,8,1,7.0,0,8,1
2021/7/22,29.2,8,1,0,1,8,1,25.76,8,1,0,1,8,1,2.9,8,1,7.5,8,1,0,1,8,1,1006.2,8,1,9.3,0,8,1
2021/7/23,28.9,8,1,0.0,0,8,1,20.71,8,1,0,1,8,1,2.7,8,1,9.3,8,1,0,1,8,1,1004.6,8,1,7.1,0,8,1
2021/7/24,28.5,8,1,0.0,0,8,1,19.61,8,1,0,1,8,1,2.8,8,1,7.8,8,1,0,1,8,1,1004.2,8,1,7.8,0,8,1
2021/7/25,28.5,8,1,0.0,0,8,1,21.45,8,1,0,1,8,1,2.7,8,1,8.5,8,1,0,1,8,1,1003.2,8,1,7.6,0,8,1
2021/7/26,30.2,8,1,0,1,8,1,25.22,8,1,0,1,8,1,2.5,8,1,8.5,8,1,0,1,8,1,997.6,8,1,9.6,0,8,1
2021/7/27,29.3,8,1,0.0,0,8,1,17.68,8,1,0,1,8,1,3.5,8,1,9.0,8,1,0,1,8,1,992.4,8,1,3.7,0,8,1
2021/7/28,29.7,8,1,0,1,8,1,23.03,8,1,0,1,8,1,2.9,8,1,7.8,8,1,0,1,8,1,994.1,8,1,8.6,0,8,1
2021/7/29,28.2,8,1,40.5,0,8,1,14.10,8,1,0,1,8,1,2.2,8,1,9.3,8,1,0,1,8,1,995.6,8,1,2.5,0,8,1
2021/7/30,29.1,8,1,2.0,0,8,1,24.15,8,1,0,1,8,1,2.6,8,1,5.8,8,1,0,1,8,1,995.1,8,1,8.2,0,8,1
2021/7/31,28.3,8,1,1.5,0,8,1,19.77,8,1,0,1,8,1,2.2,8,1,8.5,8,1,0,1,8,1,995.6,8,1,6.1,0,8,1
2021/8/1,28.5,8,1,3.0,0,8,1,19.54,8,1,0,1,8,1,2.4,8,1,8.3,8,1,0,1,8,1,996.8,8,1,6.6,0,8,1
2021/8/2,29.7,8,1,0.0,0,8,1,24.30,8,1,0,1,8,1,2.9,8,1,9.3,8,1,0,1,8,1,1000.7,8,1,10.6,0,8,1
2021/8/3,27.9,8,1,20.0,0,8,1,16.24,8,1,0,1,8,1,4.1,8,1,8.3,8,1,0,1,8,1,1004.9,8,1,5.0,0,8,1
2021/8/4,29.6,8,1,0,1,8,1,25.71,8,1,0,1,8,1,2.5,8,1,3.0,8,1,0,1,8,1,1004.6,8,1,12.5,0,8,1
2021/8/5,30.4,8,1,0,1,8,1,24.37,8,1,0,1,8,1,2.8,8,1,8.0,8,1,0,1,8,1,1000.7,8,1,11.5,0,8,1
2021/8/6,30.2,8,1,0.0,0,8,1,22.86,8,1,0,1,8,1,3.4,8,1,8.3,8,1,0,1,8,1,999.2,8,1,7.9,0,8,1
2021/8/7,30.3,8,1,0,1,8,1,17.87,8,1,0,1,8,1,2.7,8,1,6.8,8,1,0,1,8,1,996.9,8,1,7.3,0,8,1
2021/8/8,32.3,8,1,0,1,8,1,26.24,8,1,0,1,8,1,3.5,8,1,3.5,8,1,0,1,8,1,994.0,8,1,11.5,0,8,1
2021/8/9,28.7,8,1,5.0,0,8,1,11.45,8,1,0,1,8,1,7.9,8,1,9.8,8,1,0,1,8,1,990.3,8,1,1.8,0,8,1
2021/8/10,28.2,8,1,0.0,0,8,1,24.77,8,1,0,1,8,1,5.1,8,1,7.3,8,1,0,1,8,1,999.2,8,1,9.3,0,8,1
2021/8/11,28.0,8,1,0.0,0,8,1,16.35,8,1,0,1,8,1,2.3,8,1,8.3,8,1,0,1,8,1,1005.7,8,1,5.1,0,8,1
2021/8/12,24.6,8,1,24.5,0,8,1,5.21,8,1,0,1,8,1,2.2,8,1,10.0,8,1,0,1,8,1,1005.9,8,1,0.0,0,8,1
2021/8/13,24.5,8,1,101.5,0,8,1,3.02,8,1,0,1,8,1,4.0,8,1,10.0,8,1,0,1,8,1,1002.1,8,1,0.0,0,8,1
2021/8/14,25.5,8,1,33.5,0,8,1,3.94,8,1,0,1,8,1,4.2,8,1,10.0,8,1,0,1,8,1,999.1,8,1,0.0,0,8,1
2021/8/15,25.6,8,1,26.5,0,8,1,11.11,8,1,0,1,8,1,2.6,8,1,10.0,8,1,0,1,8,1,1002.6,8,1,1.4,0,8,1
2021/8/16,23.5,8,1,3.0,0,8,1,5.29,8,1,0,1,8,1,2.0,8,1,10.0,8,1,0,1,8,1,1009.1,8,1,0.0,0,8,1
2021/8/17,24.6,8,1,47.5,0,8,1,5.17,8,1,0,1,8,1,3.4,8,1,10.0,8,1,0,1,8,1,1006.2,8,1,0.0,0,8,1
2021/8/18,25.4,8,1,4.0,0,8,1,9.91,8,1,0,1,8,1,4.0,8,1,8.5,8,1,0,1,8,1,1005.5,8,1,1.0,0,8,1
2021/8/19,23.5,8,1,39.0,0,8,1,4.63,8,1,0,1,8,1,1.8,8,1,10.0,8,1,0,1,8,1,1009.8,8,1,0.6,0,8,1
2021/8/20,24.7,8,1,35.0,0,8,1,12.51,8,1,0,1,8,1,2.3,8,1,10.0,8,1,0,1,8,1,1011.5,8,1,3.0,0,8,1
2021/8/21,25.5,8,1,1.0,0,8,1,9.96,8,1,0,1,8,1,2.2,8,1,10.0,8,1,0,1,8,1,1009.4,8,1,0.9,0,8,1
2021/8/22,27.1,8,1,1.0,0,8,1,14.25,8,1,0,1,8,1,2.7,8,1,9.5,8,1,0,1,8,1,1006.5,8,1,2.4,0,8,1
2021/8/23,27.8,8,1,2.0,0,8,1,15.15,8,1,0,1,8,1,1.9,8,1,9.8,8,1,0,1,8,1,1005.0,8,1,3.4,0,8,1
2021/8/24,27.2,8,1,0.0,0,8,1,13.29,8,1,0,1,8,1,3.3,8,1,10.0,8,1,0,1,8,1,1003.7,8,1,2.5,0,8,1
2021/8/25,28.6,8,1,0.5,0,8,1,12.07,8,1,0,1,8,1,1.6,8,1,9.8,8,1,0,1,8,1,1004.4,8,1,1.4,0,8,1
2021/8/26,30.2,8,1,0.0,0,8,1,18.74,8,1,0,1,8,1,2.8,8,1,8.3,8,1,0,1,8,1,1006.3,8,1,6.3,0,8,1
2021/8/27,30.1,8,1,0,1,8,1,24.86,8,1,0,1,8,1,3.3,8,1,3.8,8,1,0,1,8,1,1005.9,8,1,12.4,0,8,1
2021/8/28,29.9,8,1,0,1,8,1,24.77,8,1,0,1,8,1,3.6,8,1,2.8,8,1,0,1,8,1,1005.7,8,1,12.0,0,8,1
2021/8/29,30.4,8,1,0,1,8,1,24.97,8,1,0,1,8,1,3.2,8,1,0.0,8,1,0,1,8,1,1005.8,8,1,12.6,0,8,1
2021/8/30,30.7,8,1,0,1,8,1,23.11,8,1,0,1,8,1,2.9,8,1,6.0,8,1,0,1,8,1,1006.9,8,1,10.4,0,8,1
2021/8/31,29.2,8,1,0,1,8,1,19.61,8,1,0,1,8,1,3.3,8,1,7.3,8,1,0,1,8,1,1007.1,8,1,7.7,0,8,1
2021/9/1,28.1,8,1,0.0,0,8,1,12.00,8,1,0,1,8,1,1.7,8,1,9.3,8,1,0,1,8,1,1004.1,8,1,1.5,0,8,1
2021/9/2,25.6,8,1,6.5,0,8,1,5.16,8,1,0,1,8,1,2.4,8,1,10.0,8,1,0,1,8,1,1000.5,8,1,0.1,0,8,1
2021/9/3,23.2,8,1,16.5,0,8,1,2.64,8,1,0,1,8,1,1.4,8,1,10.0,8,1,0,1,8,1,1002.9,8,1,0.0,0,8,1
2021/9/4,23.6,8,1,26.0,0,8,1,6.53,8,1,0,1,8,1,1.9,8,1,10.0,8,1,0,1,8,1,1005.1,8,1,0.1,0,8,1
2021/9/5,25.5,8,1,1.0,0,8,1,18.83,8,1,0,1,8,1,2.5,8,1,9.8,8,1,0,1,8,1,1008.4,8,1,4.9,0,8,1
2021/9/6,25.4,8,1,0.5,0,8,1,22.42,8,1,0,1,8,1,2.5,8,1,8.5,8,1,0,1,8,1,1007.8,8,1,10.2,0,8,1
2021/9/7,23.5,8,1,0.0,0,8,1,11.12,8,1,0,1,8,1,2.8,8,1,9.5,8,1,0,1,8,1,1008.9,8,1,2.3,0,8,1
2021/9/8,21.8,8,1,5.0,0,8,1,3.21,8,1,0,1,8,1,2.6,8,1,9.8,8,1,0,1,8,1,1007.0,8,1,0.0,0,8,1
2021/9/9,24.5,8,1,37.5,0,8,1,17.69,8,1,0,1,8,1,2.8,8,1,7.8,8,1,0,1,8,1,1005.4,8,1,7.0,0,8,1
2021/9/10,25.5,8,1,0.0,0,8,1,23.27,8,1,0,1,8,1,2.2,8,1,4.8,8,1,0,1,8,1,1006.9,8,1,11.2,0,8,1
2021/9/11,25.1,8,1,2.0,0,8,1,9.88,8,1,0,1,8,1,1.4,8,1,10.0,8,1,0,1,8,1,1006.2,8,1,1.0,0,8,1
2021/9/12,24.7,8,1,0.0,0,8,1,7.42,8,1,0,1,8,1,1.5,8,1,10.0,8,1,0,1,8,1,1006.3,8,1,0.0,0,8,1
2021/9/13,25.3,8,1,0,1,8,1,17.15,8,1,0,1,8,1,2.8,8,1,10.0,8,1,0,1,8,1,1009.5,8,1,7.3,0,8,1
2021/9/14,22.4,8,1,7.5,0,8,1,5.09,8,1,0,1,8,1,1.6,8,1,10.0,8,1,0,1,8,1,1010.7,8,1,0.0,0,8,1
2021/9/15,24.2,8,1,1.0,0,8,1,20.31,8,1,0,1,8,1,2.2,8,1,7.3,8,1,0,1,8,1,1006.7,8,1,8.7,0,8,1
2021/9/16,25.0,8,1,0.0,0,8,1,15.35,8,1,0,1,8,1,2.8,8,1,8.0,8,1,0,1,8,1,1008.2,8,1,4.3,0,8,1
2021/9/17,23.5,8,1,13.0,0,8,1,5.65,8,1,0,1,8,1,2.8,8,1,10.0,8,1,0,1,8,1,1006.8,8,1,0.0,0,8,1
2021/9/18,24.8,8,1,46.5,0,8,1,7.40,8,1,0,1,8,1,4.3,8,1,7.5,8,1,0,1,8,1,999.5,8,1,1.6,0,8,1
2021/9/19,24.4,8,1,1.5,0,8,1,13.69,8,1,0,1,8,1,3.1,8,1,5.0,8,1,0,1,8,1,1005.1,8,1,5.3,0,8,1
2021/9/20,24.5,8,1,0.0,0,8,1,12.09,8,1,0,1,8,1,2.2,8,1,9.5,8,1,0,1,8,1,1009.0,8,1,3.3,0,8,1
2021/9/21,22.9,8,1,6.0,0,8,1,16.03,8,1,0,1,8,1,2.0,8,1,5.0,8,1,0,1,8,1,1008.2,8,1,5.2,0,8,1
2021/9/22,24.0,8,1,6.5,0,8,1,9.29,8,1,0,1,8,1,1.9,8,1,10.0,8,1,0,1,8,1,1004.6,8,1,2.1,0,8,1
2021/9/23,24.9,8,1,0,1,8,1,18.17,8,1,0,1,8,1,2.3,8,1,3.8,8,1,0,1,8,1,1007.9,8,1,9.0,0,8,1
2021/9/24,24.0,8,1,0,1,8,1,19.69,8,1,0,1,8,1,3.3,8,1,7.0,8,1,0,1,8,1,1011.9,8,1,9.5,0,8,1
2021/9/25,24.1,8,1,0.0,0,8,1,12.33,8,1,0,1,8,1,2.4,8,1,8.5,8,1,0,1,8,1,1014.7,8,1,3.5,0,8,1
2021/9/26,19.9,8,1,47.0,0,8,1,2.17,8,1,0,1,8,1,1.6,8,1,10.0,8,1,0,1,8,1,1013.6,8,1,0.0,0,8,1
2021/9/27,22.3,8,1,0,1,8,1,16.15,8,1,0,1,8,1,1.9,8,1,4.0,8,1,0,1,8,1,1010.0,8,1,8.0,0,8,1
2021/9/28,23.2,8,1,0,1,8,1,18.15,8,1,0,1,8,1,2.1,8,1,5.5,8,1,0,1,8,1,1009.3,8,1,8.8,0,8,1
2021/9/29,24.1,8,1,0,1,8,1,17.54,8,1,0,1,8,1,2.5,8,1,6.0,8,1,0,1,8,1,1007.5,8,1,7.7,0,8,1
2021/9/30,24.2,8,1,0.0,0,8,1,10.65,8,1,0,1,8,1,1.7,8,1,9.8,8,1,0,1,8,1,1002.0,8,1,3.5,0,8,1
2021/10/1,24.5,8,1,0.0,0,8,1,5.76,8,1,0,1,8,1,4.9,8,1,7.5,8,1,0,1,8,1,992.2,8,1,0.7,0,8,1
2021/10/2,24.4,8,1,0,1,8,1,20.26,8,1,0,1,8,1,5.0,8,1,0.0,8,1,0,1,8,1,1003.9,8,1,11.2,0,8,1
2021/10/3,23.5,8,1,0,1,8,1,20.27,8,1,0,1,8,1,2.5,8,1,0.0,8,1,0,1,8,1,1016.0,8,1,11.2,0,8,1
2021/10/4,24.5,8,1,0,1,8,1,15.87,8,1,0,1,8,1,2.3,8,1,6.0,8,1,0,1,8,1,1018.9,8,1,8.0,0,8,1
2021/10/5,24.6,8,1,0,1,8,1,18.80,8,1,0,1,8,1,2.5,8,1,6.3,8,1,0,1,8,1,1014.8,8,1,9.9,0,8,1
2021/10/6,24.9,8,1,0,1,8,1,19.49,8,1,0,1,8,1,3.3,8,1,2.3,8,1,0,1,8,1,1010.5,8,1,11.2,0,8,1
2021/10/7,24.4,8,1,0.0,0,8,1,10.40,8,1,0,1,8,1,2.8,8,1,9.3,8,1,0,1,8,1,1012.4,8,1,2.3,0,8,1
2021/10/8,24.9,8,1,0,1,8,1,15.61,8,1,0,1,8,1,2.1,8,1,3.0,8,1,0,1,8,1,1014.3,8,1,7.8,0,8,1
2021/10/9,24.7,8,1,0,1,8,1,14.54,8,1,0,1,8,1,2.3,8,1,6.0,8,1,0,1,8,1,1017.2,8,1,7.7,0,8,1
2021/10/10,24.3,8,1,0.0,0,8,1,13.34,8,1,0,1,8,1,2.9,8,1,8.0,8,1,0,1,8,1,1016.4,8,1,4.9,0,8,1
2021/10/11,24.5,8,1,0.0,0,8,1,14.17,8,1,0,1,8,1,1.7,8,1,7.0,8,1,0,1,8,1,1012.6,8,1,5.7,0,8,1
2021/10/12,25.0,8,1,16.5,0,8,1,10.57,8,1,0,1,8,1,2.0,8,1,10.0,8,1,0,1,8,1,1014.3,8,1,1.5,0,8,1
2021/10/13,22.4,8,1,7.5,0,8,1,3.73,8,1,0,1,8,1,2.0,8,1,10.0,8,1,0,1,8,1,1013.8,8,1,0.2,0,8,1
2021/10/14,22.7,8,1,0,1,8,1,17.90,8,1,0,1,8,1,2.1,8,1,6.3,8,1,0,1,8,1,1010.6,8,1,9.6,0,8,1
2021/10/15,22.0,8,1,0,1,8,1,18.07,8,1,0,1,8,1,1.9,8,1,0.3,8,1,0,1,8,1,1008.8,8,1,10.9,0,8,1
2021/10/16,22.9,8,1,0.0,0,8,1,15.61,8,1,0,1,8,1,2.2,8,1,4.0,8,1,0,1,8,1,1006.7,8,1,8.0,0,8,1
2021/10/17,18.1,8,1,0.0,0,8,1,10.06,8,1,0,1,8,1,5.6,8,1,7.3,8,1,0,1,8,1,1007.1,8,1,3.6,0,8,1
